Sq_Ft,price
1290,87
1749,115
1758,133
1197,79
1174,78
1197,79
1174,75
1620,110
1762,133
1756,131
1755,130
1864,140
1331,88
1756,128
1749,120
1197,82
1303,90
1754,132
1174,75
1197,78
1290,89.9
1386,85
1174,74
1174,78
1755,115
1197,77
1752.12,125
2569,180
1197,76
1197,75
1755,117
1197,79.9
2990,225
1370,88
1335,72.76
500,16
450,20
1760,123
5611.5,477
1349,98.2
2483,212
1760,130
1920,134
1337,82
1349,98
1790,127
2790,198
2483,215
812,55
2790,198
3067,230
3067,230
823,50.63
1420,123
1420,99.39
4235,365
1700,124
1420,99.39
1440,115
2400,180
1420,107
1320,92
919,49
1645,135
2080,175
2483,230
2600,195
1645,117
1251,88.73
1645,121
1760,123
2790,198
1645,120
1255,90
1645,117
1636,119
1255,95
2790,198
1255,95
1088,61.45
1349,97.8
1344,108
1255,90
2790,204
1088,62
1987,165
2790,198
1299,100
1645,117
1390,95
1333,100
2650,199
1800,140
2470,203
1255,95
1333,104
1645,117
2600,199
1345,97
985,62
1320,91
2388,195
1040,55
2600,195
2630,188
2790,198
1420,99.39
1162,69
1100,60
4235,364
1299,97
2470,192
1645,117
1920,134
1920,150
2375,189
1420,99.26
1252,92
2790,198
1294,115
1740,137
1662,155
1349,98
1349,96.8
1700,155
1800,175
2900,300
3522,380
2280,200
1200,125
2900,240
1300,102
1466,140
1725,165
1200,125
3408,260
1485,132
1400,108
1800,150
2400,200
2800,220
1785,165
3729,384
1600,170
1730,175
1569,101
3000,210
2026,132
1801,115
1050,56
1341,97
2112.95,145
1703,113
1570,105
1801,140
1584.01,103
1965,125
1200,75
1847,135
1965,132
1703,125
1847,125
2144.6,145
1718,119
1847,123
1340,72
2087.01,115
1703,130
2087.01,135
1718,130
1884,118
1930,122
1584.01,104
1168,68
2162.03,129
2087.01,160
1000,66
1348,80.5
1200,48
1200,48
1075,52
1255,52.32
1225,57
1255,57.5
1259,57
1255,53.5
1285,60
1285,60
1100,60
1255,58
1040,42.12
1255,54.5
1255,55.5
1231,50
2500,125
1160,49
2400,135
1255,53.5
1255,55.5
1100,44.55
1255,57.5
960,48
1020,48
1255,52.32
1295,64
1935,102
1345,69
1255,58
1420,62
1155,54.5
1255,52.32
1255,52.35
1255,54.5
1830.5,84.205
1255,55.5
1255,53.57
1255,56.5
1050,42.73
1295,62
1100,78
1200,70
1945,120
1490,115
1464,115
1441,115
1945,135
2089,140
5000,250
1385,83.09
1317.5,63.77
2264,159
1157,84
1904,120
1891,109
1561,95
2060,149
1482,92
1232,89
1065,42.6
1482,87
1891,139
1703,101
1232,69.61
987,49
2160,160
1680,99.27
1065,42.6
1385,83.09
2350,174
1586,93.94
1975,123
1290,94.5
901,49.5
1445,86.56
1482,97
1182,82.5
1036,59.46
1891,109
1232,69.61
2320,170
1936,118
1480,65
1590,96.5
1445,105
1036,59.45
1832,125
1359,104
1341,75.76
1040,50
1414,84.18
1949,133
1232,89
1250,77.88
2502,180
1831,110
1232,87
1232,74
1232,66
1341,95
1232,88
2365,175
1310,66
1015,50
2264,168
2002,120
1232,69.6
1195,73
1020,47
5100,375
1061,54.92
1020,45
2041,128
1232,87
1066,52.23
973,56
1255,84
1232,83
1832,116
2050,120
1445,86.69
1445,83
1654,97.8
1480,100
1450,88.6
1155,69.18
1053,53
1195,59
1904,129
1981,134
1155,69.18
1590,105
2041,138
1100,78
1880,154
1232,69.61
1748,103
1460,80.3
1933,140
1030,46.5
1232,69.61
1445,89.56
973,50.74
1305,77
1165,67
980,51
1232,80
1085,43.4
950,55
1140,56
1891,110
1165,52
1450,80
1155,69.18
1936,131
1800,80
1200,70
700,27
900,42
1330,65
1062,50
869,36
1240,180
1435,70
1140,56
1715,95
1150,49
1065,45
1065,45
985,67
1425,80
1420,75
1639,110
1639,98.32
1026,60.87
1050,50
1400,78
2400,160
1196,71.74
1500,84
1055,57.63
1925,114
1400,82
706,48.24
1257,69
1132,67.9
1925,110
1257,71.03
1305,75
1240,65
1108,74.23
1257,68.5
1000,48
1063,61.17
1259,69.45
711,42.65
863,40.55
1715,100
1447,76
2144,140
1108,66.46
1837,110
3385,220
1181,55
1490,85
1258.5,59.135
1629,79
1243,58
1234,61
813,39
1160,75
1200,45
1560,75
982,47.65
1650,75
950,39
1106,43.09
1079,41
1060,37
1107.83,41.51
980,38.19
1145,41.21
1000,46
760,37.49
1150,42
625,27
1080,38
994,42.28
1107.83,41.51
1090,46
1400,63
1557,70
1058,47
1156,46
1180,58
1307,51.6
1357,54
925,38
1272,48
1225,49.5
1272,51.5
1272,51.5
1156,46.9
1200,45
1254,47
1610,68
1210,50
1357,54
1272,50
1200,45
1025,45
1081,52
1000,50
1500,78
1150,55
1180,50
1200,67
1200,70
1175,52
1351,53
1141,44.4
1130,42.3
1725,85
1153,65
1150,53.11
1123,56
1385,69
1030,49.35
1018,50.8
1555,75
1143,53
1100,38
1000,50
1200,68
1200,68
765,37.49
1081.5,38.665
1250,60
965,37.15
583,28.275
1129,44
1385,69.25
1065,50.92
1046,60
1400,75
1365,65
1196,44.8
1263,47.36
1015,39.08
1200,73
1250,65
1075,53.7
980,42
1075,53.7
2282,115
1206,55
1310,67
1310,60
1020,45.75
1210,69
1652,85
1161,55.15
1161,55.15
1365,92
1243,48.5
1332,86.12
615,28.29
1318,85.28
1133,52
1016,40
972,40
1161,55.15
1532,98.13
1680,101
880,50
1533,98.18
1040,68.59
1040,61
1245,62
1311,84.86
800,39.99
1364,64.79
1016,45
1360,77.61
1170,65
1161,55.15
1470,84.22
1161,48.75
1016,39.95
2000,240
2378,262
2376,203
3205,380
3024,350
2400,250
1817,153
1304,100
2480,245
925,46.5
2480,260
1596,79.8
1200,100
3205,300
3033,326
2480,265
925,46.25
2376,240
1080,64
600,90
1250,50
1225,40
1740,60
1170,45
1069,38
1095,33.6
1065,31.5
945,35
1003.5,28.095
1065,33.75
1656,120
1194,69
3300,240
1510,105
1427,80.63
1508,110
460,21
1179,49
950,60
1194,71.64
1766,130
1689,103
3600,180
1170,48
1250,55
1689,103
2000,130
1250,65
1689,103
1223,93
1919,117
1325,57
885,40
1100,50
1320,60
1325,56
1125,50
1242,51
1823,100
1300,36
1080,43.2
1100,71.5
688,50
1255,73
1058,48
1375,80
1248,69
1818,135
1225,55
1255,74
1175,45
1255,69
1255,66
1127,65
1200,50
1200,75
1430,90
850,39.5
1000,45
3560,318
1011,38
1276,76
1500,90
1315,60.48
1021,76
581,29
935,45
1050,125
1260,82
450,20
1231,84.5
1916,150
1115,44.6
4000,675
1220,35.23
1310,37.83
1140,32.92
1400,40.43
4400,250
1000,60
1000,60
1310,68
4200,255
1050,51
1602,75
1533,115
1333,77.27
1602,75
1450,90
1200,56.12
1548,89.5
1200,68.4
1200,56.12
1200,56.12
1500,61.52
5667.5,300
3235,235
3596,290
1920,130
1995,135
3596,282
1918,129
2100,145
1920,150
1920,130
1920,150
2000,138
3596,260
3596,279
2666,200
5384,420
3596,297
5515,425
1920,130
3596,268
1180,48
1135,68
672,27
1200,93
1128,105
2800,330
1650,200
1210,102
1224,105
2070,225
500,70
1400,168
2400,525
1145,100
1470,170
2700,324
850,57
3250,600
2601,312
1260,100
1740,191
1650,220
1440,275
1475,171
3200,440
4000,700
850,60
2400,405
1800,350
1650,200
2800,365
1260,120
1149,130
2400,475
4000,680
1080,50
1600,100
1800,95
1475,75
1200,108
1180,42
1060,37
1160,40.53
1850,150
1000,35
1100,70
940,49
4624.5,314.5
1078,45
1050,44
1352.5,93.865
1200,62
1300,90.87
1315,85.4
1690,112
750,52.5
1200,78
1850,110
1100,45
1197,47.88
2700,160
820,45
1750,123
745,34.27
1150,90
1960,138
1250,60
1125,39.98
2400,196
1300,91.65
1107,57
1250,93
1500,108
1405,99
1157,73
1048,44
1150,74
5000,250
1470,70
990,58
1205,70
1000,63
950,57
1417,75
1590,125
1279,77
1710,107
1396,86.51
1865,124
1100,53.35
1760,139
1290,100
1452.19,100
1798,120
1300,85
3181,260.5
1950,131
1230,76
1290,80
1760,110
1483,98
1650,111
2423,160
2197,136
1125,65
1230,79
1202,79
1858,123
1798,110
1785,130
1080,60
1260,71.195
1816,119
1424,80
1290,85
1300,80
1290,80.04
1282,72
1660,104
1291,75
1473,85
1660,104
1950,131
1432,85
1710,110
1765,105
1717,120
1800,115
1719,110
1368,87
1340,55.7
1200,54
1200,54
1200,54
2250,160
1694,125
1400,80
1045,76.77
2113,155
1932,135
1045,58
1020,52
2384,165
790,49.5
1569,118
600,37
615,46
905,55
1000,70
615,46
1470,102
1244,88
1407,98.49
1200,66
1045,76.77
2086,160
1313,68
750,40
1260,60
1300,63
775,34.1
1010,52
1010,52
469,25
1250,62
1355,75
745,36
1100,57.6
1650,175
1800,220
1175,70
2250,400
3095,375
1875,235
900,110
1036,110
1200,70
965,45
1740,120
984,125
918,52
918,48
914,47
927,55
920,46
2400,130
918,45
918,63.2
933,43
918,55
2400,149
937,44
923,50
1221,72
918,49
914,49
918,50
1200,65
914,55
1221,75
1252,70
939,39
1221,70
943,48
918,56
943,49.5
1200,85
1320,95
2400,142
1300,64
2070,162
1700,155
1100,53
1165,49.61
5400,700
1500,162
900,40
1989,155
1300,64
1100,53
1500,90
925,63
1200,135
1050,65
950,40
1050,41
1277.5,56.8
930,39
1155,42.74
1225,46.55
1100,47
1200,71
750,25
1015,43
1470,86
714,28
1142,51
1115,33.45
1021,48
1559,69.315
1035,40.5
1550,71
1192.5,51.22
1100,46
1290,49.02
1100,43
950,40
1156,72
1000,60
1001,30
750,40
1000,44.5
1200,47
1200,65
1076,67
1140,43.32
4300,175
1200,42
1040,50
734,22
1120,36
1150,42
4600,200
1050,55
1057,30
1085,46.5
1700,105
1200,72
3628,246
2000,75
1100,45
1035,40
1116,45
1290,69
1300,57
866.28,36.38
1096,43
1204,58
700,21.5
1205,45.79
1827,97
1075,32.25
1100,39.9
2800,110
1020,39
1200,75
1245,60
1200,62.5
1464,56
1464,56
1464,56
1464,56
1464,56
1464,56
1464,56
1464,56
861,35
827,34
1256,60
1850,98
1400,69
1256,60
1115,40
935,35
1665,70
1532,115
1545,66
1424,75
1257,93
1365,80
1257,105
1184,55
1185,55
1140,78
1762,91.45
1198,58
1890,127
3750,210
1762,110
1900,108
1314,68.2
1645,82
1100,45
1314,78
1762,112
1314,83
925,40.7
1351,78
1010,50
1890,125
1152,61
1394,56
1762,112
1890,125
1088,44
1875,110
1150,42
1762,109
1314,80
1196,60
800,45
1280,56
1275,52
2150,100
1150,42
1110,53
1060,48
1063,42
1470,75
1050,48
1132,42
1100,58
1325,50
1200,53
1035,45.5
1180,50
1140,46
1340,66
1500,75
1215,43
1225,48
1540,75
1240,45
1560,72
1240,58.58
1000,43
1225,48
960,45
775,29.5
1455,75
1045,55
1654,70
1106,40
1485,70
1175,50
1105,39.5
1500,75
1400,68
1150,45
700,38
700,36
950,48
1000,60
950,50
950,47
1150,62
700,35
950,45
950,60
1645,100
1115,50
1220,56
1300,61
1700,108
1342,92
1605,105
1253,81.5
991,64
1250,78
3381,225
1200,50
1804,120
1425,70
1325,76
1450,85
980,40
1187,52
800,30
1565,78
610,39
1040,45
1450,100
1200,45
1902,89
800,40
1222,48
900,40
1837,95
1510,78
1354,70
1200,70
1354,71
856,40
925,48
925,51
1147,54
925,42
1850,95
925,55
1050,50
1054,53
1255,65
1375,75
820,39
3800,300
1640,88
1080,73
2422,150
1280,48
1198,65
1250,65
1190,60
1086,44.5
2285,165
1100,70
1150,75
1155,60
1044,85
450,30
2750,200
1000,80
700,43
565,33
883,45
1082,56
883,45
883,39
883,45
883,39
1082,55
883,37
883,44
883,37
883,39
883,37.01
883,39
883,45
883,39
1082,55
1263,51.5
2700,110
1347,55
2845,140
700,59
1200,80
1100,60
1200,81
2900,200
1200,80
1595,65
810,24.5
657.5,18.41
1156,32
870,24
1018,23.45
990,31.5
930,25
992,25.79
1030,25.75
1015,37
1080,31.99
1415,60
1057,35
982,25.53
985,40.5
940,35
610,18.5
2479.13,215
1365,99
2274.24,160
1600,90
1419,75
711,36
711,38
929,46
551,30
1020,42.83
1699,97
1130,45.2
1476,75
1295,64
1160,46.39
1277,55
1151,59
945,47
1254,70
2200,121
1340,65
1450,75
1130,45.2
1283,68
2130,120
938,50
825,35.475
1489,70
1477,69.5
700,36
1665,88
950,57
2250,110
525,26
525,27.25
1100,58
525,30
1339,75
1100,58
525,26
1843,95.84
1290,74
1665,86.58
1542,85
1300,69
1495,90
1560,92
1420,75
825,36.29
983,50.6
1843,95.84
1500,97
1366,76.85
525,25
2265,136
2200,130
525,30
1051,56.74
525,30
1300,69
700,40
458,19.695
1700,88
2775,165
1900,99
1290,80
1868,113
1366,83
700,40
1339,71.5
670,35
525,30
1498,95
1665,86.91
1665,86.58
712,38.44
1507,95
1339,85
525,27
525,27.5
525,26.25
525,26
1050,59
1600,90
1100,56.57
1843,96.2
1240,65
700,41
700,41
1100,58
1140,65
700,40
525,26.01
1322,70
1698,105
1300,69
1300,69
1167,63
1300,69
1430,78
700,36
1100,58
1300,69
2000,105
1200,62
1843,95
900,46.29
850,37.32
525,30
1938,105
1843,96.2
525,26
700,36
1622,95
957,58
957,56
3000,200
1536,89
2400,130
1574,93.34
957,52.5
1536,104
957,54.5
2422,135
957,55
957,56
2500,180
2500,190
1962,175
1057,65
1354,98
1945,115
1960,165
1060,58.06
1563.05,105
1717,99
3260,240
1349,78
1121,78
1100,50
1200,78
1476,89
1200,50
1719,116
1115,50
1125,61.2
2170,151
1476,95
1200,50.3
1787,123
1090,59.8
1691,104
4260,272
2111,120
950,39
1105,42
770,43.82
1147,60
1375,72
1200,60
4260,333
1495,83
4000,325
1225,69
1917,132
1375,78
4408,344
1309,95
1476,105
1158,67
1214,67
2110,120
1495,110
1575,85
1069,55
1100,68
1715,112
1100,65
1230,66.25
1585,90
1245,80
2035,142
1747,110
1377,80
1181,61
1121,75
1200,50
1925,125
1567,92
1565,88.5
1101,65
1896,125
1000,58
1101,66
2507,155
1400,77
1250,68.75
1245,68.48
1350,87.01
1350,80.99
1365,75.08
1300,77.99
1350,80.99
1390,76.45
1350,78.3
1250,68.75
1300,77.99
1335,73.43
1300,77.99
1300,77.99
1335,73.43
1350,80.99
1250,68.75
1350,80.99
4100,140
2800,125
1062,47
1200,70
1200,52
1020,52
1200,49.5
945,50
1060,45
1100,46
1185,49
997,53
1060,42
480,25
1125,41.5
1180,60
1450,75
1066,55
1025,60
1400,75
1269.72,68
1265,70
1012,59
1250,68
1540,85
1220,65
3535,215
1900,155
4200,225
1015,58
1150,58
1280,69
1410,73
870,45
1150,60
700,35
1060,52
1150,57
1720,100
750,38
1200,58
1025,57
1082,49
750,36
726,35
416,19.5
900,45
502,25
1200,67
500,17
540,22.5
750,35.5
1741,80
1200,58
750,36.5
416,18
883,49
1052,51
1220,63
1150,52
1192,53.5
750,40
600,35
1035,51.5
3000,130
410,15
416,17.19
2500,100
1082,42
1840,95
890,35
883,45
1415,66
930,30
1635,78
1050,43
1007,42
818,26
1030,50
795,32
1302.5,44.285
800,40
654,22
1060,42
750,33
920,39
985,42
410,15
1120,49
1110,43
1170,50
777.4,25
800,32
950,32
1400,48
800,28
904,30
1000,30
1240,41
600,19.5
1080,32
1000,34
1015,35
1839,165
1904,155
1517,125
1839,160
2400,89
1200,70
850,27
829,22.8
1976,184
1012,59
1012,59
1480,75
1430,70
1245,60
1012,62
1190,57
995,41
1495,75
1125,52
1150,48
1070,43
1620,85
1026,45
450,18
907,38.5
1181,57
900,42
1400,66
976,50
2700,125
1299,58
1166,55
1320,65
1117,56
1200,55
1200,60
1013,51
1324,65
965,38
866,32
1442,80
1270,98
655,53
1820,150
3252,335
2700,270
2392,260
2408,260
2500,260
1620,130
3260,388
3197,335
1490,150
1440,88
1909,88
1170,51.99
1140,50.66
1200,53.33
540,36
1190,50.66
1140,50.66
1559,120
700,30.84
1250,55.55
1200,53.33
952,49
700,30.84
1250,55.55
2456,85
1140,50.66
1140,50.66
2791,223
884,58
1400,73
3000,160
2400,180
1423,85
3040,180
1165,47
1050,35
1075,57
1000,50
1320,165
1253,102
1580,160
3500,425
1005,110
2292,275
1290,100
1300,110
1325,119
1140,75.2
1260,100
1975,210
1900,200
2292,286
2300,290
1320,150
1320,110
5985,775
2246,300
1083,100
1744,200
1180,128
1320,160
1370,125
1100,85
1249,165
1200,100
2223,300
1744,210
1866,245
1320,160
1350,103
6000,625
1320,160
1710,210
1355,95
1600,170
1260,100
5000,600
1206,48.23
1100,40
1197,47.88
1197,47.8
1070,42.79
1070,38.6
1485,59.4
1215,48.6
1404,56.15
1200,51
2400,150
1828,110
1186,58
1847,105
9600,550
1435,70
1187,58
1847,110
1460,71
1185,59
1436,70
1462,71
1790,105
1070,45.5
1145,56
3401,230
1455,69
627,30
1302,68.5
1760,111
1185,58
1500,75
1075,53
1790,97
2700,175
1786,106
1787,107
1141,54
1760,110
1160,57
1095,55
1142,56
1074,54
1285,60
1075,53
1140,56
1400,70
1140,56
1787,120
1185,59
1790,105
1130,55
1094,54
1170,80
1400,65
1195,59
1790,120
1454,71.5
1100,38
2180,285
2180,273
1152,53.5
1027,43
1092,44
1027,43
1092,44
1143,55
1024,44
1600,79
1027,42
1076,50
1027,44
1084,53
1300,56
1027,44
1245,60
1027,44
1110,46
2100,114
1027,44
720,33
1027,44
1162,52
1041,53
1535,83
1535,85
1535,86
1564,92
1238,55
1335,89
703,52
1535,86
1532,83
1113,50
1185,50
1215,45
812,38.25
1547,103
1336,86
1919,121
1464,56
1535,85
1850,120
940,69.57
1215,44.96
1164,75
1183,79.54
1850,110
1183,79.54
1200,44.4
1310,53
1060,60
2200,350
2000,207
1150,250
3500,800
1240,52.6
1488,65
1486,65
2000,139
1000,48.5
1000,58
2400,125
1310,70
850,78
3200,150
1310,85
2450,110
3100,145
1200,75
1081,60
1180,50
1724,125
1030,49
735,57.99
1047,82
1397,105
1724,127
1010,49.27
1397,110
1397,104
1397,108
1920,150
1397,105
1724,124
1047,84
1047,83
7000,550
1120,53.76
1047,82.62
1047,91
1724,146
1600,170
1724,125
1010,48.27
1047,89
2500,245
1397,105
1047,72
1260,58
3092,230
1065,70
1724,146
1047,91
1724,128
1315,74
2100,150
1724,125
1724,140
1175,65
1280,69
1505,90
2600,140
1800,95
1200,70
1200,69
450,25
1043,55
665,32
1400,80
1184,62
1000,49.5
1200,48
2800,125
1200,75
1500,60
620,48
750,28
780,31
600,22.8
1800,120
3000,265
1185,75
1600,108
1180,75
1172,82
1179,75
1149,75
1336,100
1175,75
1190,75
1200,75
1200,75
1165,75
1145,75
1500,104
1210,75
1169,75
1200,75
1172,75
1172,75
1180,75
1200,83
1200,80
1195,75
1200,80
1200,75
2400,185
2031,200
1431,65
1535,72
1000,150
985,156
1919,300
1614,110
1140,76
3100,250
1521,95
1511,95
1683,109
1519,93
1521,94.99
1682,120
1521,94.71
1893,130
1705,110
2245,154
1682,113
1682,114
1506,95
1683,110
1684,120
2236,153
1894,114
2240,160
1350,80
1203,59.86
800,55
1035,55
1950,90
1250,55
1500,65
1500,65
970,40
1783,115
1800,68
2400,88
1250,39
1250,43
1250,39.5
1165,45
1116,50
884,41.1
1005,55.78
1000,46.5
1500,93
1345,55
1116,51.89
1052,60
940,50
1318,68
884,48
1150,52
1250,52
1260,57.6
730,35
1434,67.39
1146,53.8
1532,62
1620,76
1136,64.5
1400,65.8
1137,53.4
1601,95
1450,75
1152,54
1212,56.9
1505,78
1500,70
1236,58
1236,58
1120,53
1410,73
1575,158
1105,80
1200,110
1876,150
1500,233
3000,300
1134,40
1685,60
1567,62
485,15
500,15
1665,95
1665,86.58
1340,61
1325,70
1665,86.91
1325,70
905,40
1325,65
1325,73
1565,69
905,35
1100,76.3
1225,60
1100,64.08
1140,46.5
1225,46.86
1052,50
1405,77
1065,50
1210,55
1060,40
1430,69.5
1421,90
1245,55
1200,46
1225,52
705,67
12000,2200
2500,325
2006,297
686,62.5
2475,332
2610,399
2475,320
900,95
1420,158
2000,250
2215,275
1600,160
2475,300
2215,310
480,60
1290,120
2475,326
2476,337
900,90
2050,270
900,72
620,86.8
2475,337
2215,275
2215,330
1020,80
2200,275
2475,326
1500,140
2475,340
1400,190
2475,300
2400,380
1410,125
1100,48
1200,55
1100,46
1050,45
1150,47
1250,56
1200,125
1140,52
1600,75
1508,70.25
1533,85
1307,59
1095,57
1840,85
1220,57
1200,52
1200,60
1933,140
950,46.96
1230,80
3800,250
1019,49.85
1215,67
2181,152
1170,53
1019,49.86
1325,71.55
1220,56.5
1152,56
1610,90
1146,70
1469,89
2519,185
957,46.9
1583,105
2524,190
1071,52.25
1215,58.86
1102,53.67
1900,123
1045,60
1215,58.86
1365,73
1208,70
1325,92
1525,90
1937,140
1550,83
1350,86
957,47
1230,57
1200,58
607,35
1583,109
1075,52.43
1360,103
1220,58.5
950,45.68
615,44
1595,90
1350,89
1020,57
1600,88
780,55
1710,100
1358,81
1205,75
1730,110
1583,115
1200,67
1095,60
1060,48
1050,65
1102,53.67
1026,49.95
1220,59
881,48.06
1710,100
1680,105
1910,119
1602,104
700,38
1469,89
1690,116
1065,55
1693,125
1693,125
1196,57.9
1595,88
2122,125
1730,115
1125,55
1950,115
1250,68
1125,56.8
1350,90
1200,53
2500,175
957,47
1350,60
3400,235
1350,99
1285,55
2500,181
3800,235
3951,230
1125,54.8
1700,126
1270,73
950,46.7
1550,85
1019,49.86
1144,65
1240,55
1100,75
1156,52
2524,180
1135,60
1839,130
1170,85
1102,53.67
1108,60
1449,110
1360,101
1026,50.18
1270,80
1100,50
1196,57.95
1485,90
1146,69
840,75
1090,58
1200,58.5
1200,67
1200,65
1000,57
1200,69
900,49
1140,60
1100,55
1152,66
1200,65
1050,58
1160,65
1334,67.76
900,46
1800,145
1200,120
1250,39.5
850,35.5
1250,42
950,47
5000,299
933,55
1550,150
1590,120
1150,60
1500,130
1350,175
3000,250
700,41
1552,51
990,35
760,38.5
4050,280
4111,250
4428,255
3900,250
5000,210
1550,65
1125,40
1190,39.25
800,29.5
1250,44
1171,39
1200,53.5
1670,59
1140,43
600,52
1113,51
1360,59.27
1312,56.5
1113,52
1230,48
1560,66
1550,160
1475,171
2375,260
3700,314
1170,52
1102,53.67
1390,68
1200,49.5
950,46.5
1560,75
1750,86.5
1385,66.5
1080,45
1170,59
1200,57.9
1030,50.36
1296,81
1550,74
1845,91
1185,85
1225,48
1930,75
1600,65
1344,56
1500,70
1855,96
1175,75
2405,260
1110,55
1110,41
1175,73.5
1710,91.31
1020,48.95
1175,73.5
1070,45
1239,53
1060,62
980,45.47
883,40
1525,96
1200,65
883,40.95
1070,49.65
883,50
1155,51
1003,43
1237,73
883,45
1170,65
1029.5,50.855
940,43.61
1020,48.95
1568,100
1175,70.5
1080,60
883,37
1020,45.9
1105,49.73
1022,45.9
1020,45
1019,45.9
1020,46
1021,46
1021,45.9
1565,75
2500,130
1125,45.56
2150,115
1250,75
1789,75
1731,64.11
2400,125
2700,95.75
2000,160
1250,65
1240,65
1240,65
1001,33.03
1103,55
1143,62
2260,80
600,33
1451,68
1200,39.82
1209,50
1100,43.5
1495,65
1820,79.5
1350,60
1495,70
1630,98
1350,150
1200,150
2400,160
884,36
1055,55
1223,60
956,49
1200,150
1400,85
1145,40
710,40
1212,50
1020,55
1120,53
1146,50
1190,63
1050,80
2500,180
1400,135
1100,46.2
1080,49
1800,180
1225,58
980,48
2400,145
1650,95
1500,91
1350,65
750,40
400,14
2172.65,120
2319,180
2430,180
936,40.2
1125,44.5
1315,70
1077,50
2496,125
1110,44.95
1247,58.56
1392,99
705,52.5
1300,80
705,57
705,55
705,57
1335,110
1260,85.5
3500,245
3602,280
500,51
1641,66
1178,47
1095,45
1350,81
1250,65
1520,80
1044,60
1620,95
1265,68
1100,62
3200,200
1200,110
2150,205
1069,55
1800,85
1360,65
1308,89.04
1566,83.3
1485,85
1302,69.1
1308,89.04
2357,135
2357,135
1469,99.14
985,55
1350,68
1035,60
2100,150
1053,45
1363,68
2556,133
674,21
527,26
1167,38
1060,35
640,20.5
1105,30
1100,30
2111,103
1163,68
1775,110
2363,120
2342,115
967,41.1
1374,72
1674,90
1269,63
1100,50
1674,81
1095,40
1470,34.5
820,24
2600,95
820,30
1100,48
2000,130
1500,95
1116,49.8
1020,70
1415,78
3000,510
1800,88
1424,55
920,37
1140,49
2000,160
2849,250
1942,155
2420,185
1078,65
1101,65.5
1041,65.5
1300,80
1085,64
1855,145
1050,48
1165,88.5
1101,66
3400,275
1798,89
1518,76
1161,59
1298,65
2732,204
3356,251
1206,75
2774,207
2690,191
2690,199
1655,97.65
1075,60
1858,167
1150,90
2690,191
2658,187
946,58
2774,208
2774,208
3200,280
2690,201
1145,75
2732,194
2658,189
2774,197
3496,262
2774,197
2732,204
1798,150
2774,208
1184,78
3504,262
1055,75
1425,94
935,45
1720,100
1200,72
1225,53.55
1100,70
1171,75
935,45
1065,47.86
2010,125
1480,84
1210,74
1171,72
1480,95
1210,80
1859,121
2300,142
1210,80
1210,77
1330,74
1720,106
2990,170
1171,73
1630,110
1165,52
2640,170
1165,51.42
3300,318
3317.5,268.5
1198,84
4051,345
1500,97
3664,325
1738,110
1242,39.7
1206,38.5
1020,63
1176,62
1258,115
1100,65
3400,210
4500,360
1200,60
1000,90
1067,52
1100,60
2051,180
2051,170
1006,35
1550,90
1050,40
1400,67
1100,50
1255,80
1075,35
1400,57.5
1175,60
810,34.5
1000,34
1000,42
3800,175
1068,48
1510,65
1480,145
4346,500
1359,87
1438,100
1688,118
1198,77
1180,70
1546,99
1000,65.3
1109,63
1000,68
1255,79
1205,62.9
1198,82
1235,65
1210,80
1210,77
661,40
1210,78
1050,60
1398,97
1065,58
1007,64
1210,77.93
1230,80
980,57
1075,60
1210,69
1343,76
1827,100
1194,47
1194,47
1194,46
1194,47
1194,46
1194,47
1194,47
1092,43
1194,46
1194,47
1194,47
1194,46
1194,46
1200,225
850,35
850,35
1900,65
1550,80
1025,44.5
1247,59.8
900,42
1302,66
1550,80
1247,62.35
1350,68
966,49.9
1870,110
814,55
1286,67
966,49
966,50
1105,28.18
920,39.55
1160,46.39
965,48
1160,46.39
1160,46.39
960,50
1160,52.2
1355,58.25
1270,57.15
1500,218
1280,49.75
1115,46
801,33.645
4050,600
2028,162
1352,87.5
1190,68
1352,85
1352,75
1352,93
2273,192
1352,72
588,88.2
1450,65
1076,52
1200,120
1040,46
1200,45
1235,65
1140,130
970,55
1560,125
1200,60
1200,140
1100,125
1150,72
1500,185
3600,165
1080,48
1325,52
1300,145
1100,85
1667,130
2000,365
4470,700
2550,290
1630,85
1685,95
1152,57
1862,120
1100,68
1700,111
2100,145
1000,50
1427,70
4750,600
2500,450
1050,52.07
1050,55.5
1050,53.5
1220,59.5
1050,52.5
1050,52.1
1050,53.5
1113,55
3657,220
680,32.64
1050,52.5
690,39.8
1200,50
1050,47.25
1050,55.5
985,49.97
1050,52.5
1050,52.08
1050,52.07
1050,52.08
985,49.97
1856,106
1050,52.5
985,50.17
2600,160
985,50.17
1050,52.71
1499,89
1770,90
1175,48.27
2431,100
900,30
1070,35
1440,65.8
420,23.5
1540,60
1295,43.9
1145,45.79
1419,48.1
1295,55.47
1133,49.07
1090,42
1141,38.55
1140,49.39
1303,55.79
600,22
1278,53.76
500,25
1143,38.65
1610,74
1258,63.53
1128,38.24
1157,53.8
1185,47.39
1530,61.2
1030,50
1144,38.55
1196,51.51
1306,55.91
1608,67.98
1575,78
1151,39.02
1570,65
1196,51.15
1419,48
1560,62.4
648,31.75
1100,55
1140,38.55
1090,43.59
1023,42
1070,50
1510,59
4800,225
1128,48.79
1267,42.85
550,21
1120,37.95
1210,45
1240,53.27
1395,72
1165,45
1120,37.97
1140,38.65
